Probe_ID,Symbol,Entrez_Gene_ID,Chromosome,Cytoband
ILMN_1892345,,NA,,
ILMN_1892356,,NA,,
ILMN_1892365,,NA,,
ILMN_1892373,,NA,,
ILMN_1892391,,NA,,
ILMN_1892403,SNORD13,NA,8,
ILMN_1892417,,NA,,
ILMN_1892432,,NA,,
ILMN_1892447,,NA,,
ILMN_1892495,,NA,,
ILMN_1892498,,NA,,
ILMN_1892499,,NA,,
ILMN_1892501,,NA,,
ILMN_1892503,,NA,,
ILMN_1892506,,NA,,
ILMN_1892511,,NA,,
ILMN_1892513,,NA,,
ILMN_1892514,,NA,,
ILMN_1892518,,NA,,
ILMN_1892519,,NA,,
ILMN_1892537,,NA,,
ILMN_1892548,,NA,,
ILMN_1892562,,NA,,
ILMN_1892567,,NA,,
ILMN_1892573,,NA,,
ILMN_1892574,,NA,,
ILMN_1892582,,NA,,
ILMN_1892585,,NA,,
ILMN_1892590,,NA,,
ILMN_1892592,,NA,,
ILMN_1892596,,NA,,
ILMN_1892598,,NA,,
ILMN_1892599,,NA,,
ILMN_1892608,,NA,,
ILMN_1892613,,NA,,
ILMN_1892632,,NA,,
ILMN_1892638,,NA,,
ILMN_1892643,,NA,,
ILMN_1892645,,NA,,
ILMN_1892652,,NA,,
ILMN_1892664,,NA,,
ILMN_1892666,,NA,,
ILMN_1892669,,NA,,
ILMN_1892699,,NA,,
ILMN_1892706,,NA,,
ILMN_1892708,,NA,,
ILMN_1892712,,NA,,
ILMN_1892752,,NA,,
ILMN_1892755,,NA,,
ILMN_1892762,,NA,,
ILMN_1892764,,NA,,
ILMN_1892765,,NA,,
ILMN_1892766,,NA,,
ILMN_1892768,,NA,,
ILMN_1892782,CD1D,912,1,1q23.1e
ILMN_1892791,,NA,,
ILMN_1892793,,NA,,
ILMN_1892805,,NA,,
ILMN_1892858,,NA,,
ILMN_1892859,ONECUT2,9480,18,18q21.31b
ILMN_1892862,,NA,,
ILMN_1892895,,NA,,
ILMN_1892905,,NA,,
ILMN_1892907,,NA,,
ILMN_1892918,,NA,,
ILMN_1892919,,NA,,
ILMN_1892923,,NA,,
ILMN_1892953,,NA,,
ILMN_1892955,,NA,,
ILMN_1892959,,NA,,
ILMN_1892963,,NA,,
ILMN_1892968,,NA,,
ILMN_1892970,,NA,,
ILMN_1892974,,NA,,
ILMN_1892976,,NA,,
ILMN_1892977,,NA,,
ILMN_1892983,,NA,,
ILMN_1892987,,NA,,
ILMN_1892991,,NA,,
ILMN_1892996,,NA,,
ILMN_1892997,,NA,,
ILMN_1893000,,NA,,
ILMN_1893010,,NA,,
ILMN_1893021,,NA,,
ILMN_1893023,,NA,,
ILMN_1893026,,NA,,
ILMN_1893033,,NA,,
ILMN_1893040,,NA,,
ILMN_1893047,,NA,,
ILMN_1893053,,NA,,
ILMN_1893071,,NA,,
ILMN_1893073,,NA,,
ILMN_1893075,,NA,,
ILMN_1893081,,NA,,
ILMN_1893083,,NA,,
ILMN_1893098,,NA,,
ILMN_1893102,,NA,,
ILMN_1893108,,NA,,
ILMN_1893111,,NA,,
ILMN_1893127,,NA,,
ILMN_1893129,,NA,,
ILMN_1893134,,NA,,
ILMN_1893135,,NA,,
ILMN_1893136,,NA,,
ILMN_1893147,,NA,,
ILMN_1893157,,NA,,
ILMN_1893167,,NA,,
ILMN_1893176,,NA,,
ILMN_1893179,,NA,,
ILMN_1893181,,NA,,
ILMN_1893189,,NA,,
ILMN_1893196,,NA,,
ILMN_1893201,,NA,,
ILMN_1893204,,NA,,
ILMN_1893210,,NA,,
ILMN_1893222,,NA,,
ILMN_1893226,,NA,,
ILMN_1893228,,NA,,
ILMN_1893231,,NA,,
ILMN_1893235,,NA,,
ILMN_1893236,,NA,,
ILMN_1893238,,NA,,
ILMN_1893247,,NA,,
ILMN_1893248,SOBP,55084,6,6q21d
ILMN_1893264,,NA,,
ILMN_1893268,,NA,,
ILMN_1893271,,NA,,
ILMN_1893278,,NA,,
ILMN_1893287,,NA,,
ILMN_1893289,,NA,,
ILMN_1893295,,NA,,
ILMN_1893297,,NA,,
ILMN_1893300,,NA,,
ILMN_1893302,,NA,,
ILMN_1893334,,NA,,
ILMN_1893335,,NA,,
ILMN_1893336,,NA,,
ILMN_1893339,,NA,,
ILMN_1893344,,NA,,
ILMN_1893351,,NA,,
ILMN_1893367,,NA,,
ILMN_1893370,,NA,,
ILMN_1893375,,NA,,
ILMN_1893393,,NA,,
ILMN_1893395,,NA,,
ILMN_1893396,,NA,,
ILMN_1893398,,NA,,
ILMN_1893409,,NA,,
ILMN_1893411,,NA,,
ILMN_1893413,,NA,,
ILMN_1893414,,NA,,
ILMN_1893417,,NA,,
ILMN_1893430,,NA,,
ILMN_1893440,,NA,,
ILMN_1893443,,NA,,
ILMN_1893448,,NA,,
ILMN_1893450,,NA,,
ILMN_1893451,,NA,,
ILMN_1893461,,NA,,
ILMN_1893466,,NA,,
ILMN_1893473,,NA,,
ILMN_1893506,,NA,,
ILMN_1893511,,NA,,
ILMN_1893516,,NA,,
ILMN_1893517,,NA,,
ILMN_1893523,,NA,,
ILMN_1893532,,NA,,
ILMN_1893536,,NA,,
ILMN_1893542,,NA,,
ILMN_1893548,,NA,,
ILMN_1893550,,NA,,
ILMN_1893555,,NA,,
ILMN_1893565,,NA,,
ILMN_1893566,,NA,,
ILMN_1893579,,NA,,
ILMN_1893595,,NA,,
ILMN_1893603,,NA,,
ILMN_1893608,,NA,,
ILMN_1893633,LOC439949,439949,,10p15.1a
ILMN_1893636,,NA,,
ILMN_1893646,,NA,,
ILMN_1893656,,NA,,
ILMN_1893667,,NA,,
ILMN_1893675,,NA,,
ILMN_1893677,,NA,,
ILMN_1893679,,NA,,
ILMN_1893680,,NA,,
ILMN_1893681,,NA,,
ILMN_1893686,,NA,,
ILMN_1893693,,NA,,
ILMN_1893696,,NA,,
ILMN_1893697,,NA,,
ILMN_1893704,,NA,,
ILMN_1893721,,NA,,
ILMN_1893728,,NA,,
ILMN_1893732,,NA,,
ILMN_1893738,,NA,,
ILMN_1893739,,NA,,
ILMN_1893741,,NA,,
ILMN_1893748,,NA,,
ILMN_1893764,LOC732172,732172,,
ILMN_1893765,,NA,,
ILMN_1893771,,NA,,
ILMN_1893784,,NA,,
ILMN_1893788,,NA,,
ILMN_1893790,,NA,,
ILMN_1893798,,NA,,
ILMN_1893802,,NA,,
ILMN_1893827,,NA,,
ILMN_1893831,,NA,,
ILMN_1893834,,NA,,
ILMN_1893841,,NA,,
ILMN_1893846,,NA,,
ILMN_1893850,,NA,,
ILMN_1893852,,NA,,
ILMN_1893854,,NA,,
ILMN_1893858,,NA,,
ILMN_1893874,,NA,,
ILMN_1893879,,NA,,
ILMN_1893901,,NA,,
ILMN_1893904,,NA,,
ILMN_1893909,IKZF2,22807,2,2q34e
ILMN_1893913,,NA,,
ILMN_1893915,,NA,,
ILMN_1893939,,NA,,
ILMN_1893948,,NA,,
ILMN_1893960,,NA,,
ILMN_1893964,,NA,,
ILMN_1893965,,NA,,
ILMN_1893972,,NA,,
ILMN_1893985,,NA,,
ILMN_1893999,,NA,,
ILMN_1894006,,NA,,
ILMN_1894014,,NA,,
ILMN_1894029,,NA,,
ILMN_1894033,,NA,,
ILMN_1894034,,NA,,
ILMN_1894038,,NA,,
ILMN_1894042,,NA,,
ILMN_1894051,,NA,,
ILMN_1894053,,NA,,
ILMN_1894055,,NA,,
ILMN_1894057,,NA,,
ILMN_1894062,,NA,,
ILMN_1894072,,NA,,
ILMN_1894087,,NA,,
ILMN_1894089,,NA,,
ILMN_1894095,,NA,,
ILMN_1894099,,NA,,
ILMN_1894101,,NA,,
ILMN_1894104,,NA,,
ILMN_1894117,,NA,,
ILMN_1894134,,NA,,
ILMN_1894153,,NA,,
ILMN_1894159,,NA,,
ILMN_1894162,,NA,,
ILMN_1894166,,NA,,
ILMN_1894167,,NA,,
ILMN_1894172,,NA,,
ILMN_1894185,,NA,,
ILMN_1894186,,NA,,
ILMN_1894197,,NA,,
ILMN_1894206,,NA,,
ILMN_1894215,,NA,,
ILMN_1894219,,NA,,
ILMN_1894223,,NA,,
ILMN_1894231,,NA,,
ILMN_1894235,,NA,,
ILMN_1894250,,NA,,
ILMN_1894257,,NA,,
ILMN_1894259,,NA,,
ILMN_1894263,,NA,,
ILMN_1894268,,NA,,
ILMN_1894279,,NA,,
ILMN_1894299,,NA,,
ILMN_1894309,,NA,,
ILMN_1894313,,NA,,
ILMN_1894314,,NA,,
ILMN_1894329,,NA,,
ILMN_1894341,,NA,,
ILMN_1894345,,NA,,
ILMN_1894355,,NA,,
ILMN_1894357,,NA,,
ILMN_1894359,,NA,,
ILMN_1894361,,NA,,
ILMN_1894367,,NA,,
ILMN_1894379,,NA,,
ILMN_1894388,,NA,,
ILMN_1894392,,NA,,
ILMN_1894396,,NA,,
ILMN_1894397,,NA,,
ILMN_1894404,,NA,,
ILMN_1894405,,NA,,
ILMN_1894412,,NA,,
ILMN_1894423,,NA,,
ILMN_1894427,,NA,,
ILMN_1894428,,NA,,
ILMN_1894433,,NA,,
ILMN_1894434,,NA,,
ILMN_1894455,,NA,,
ILMN_1894461,,NA,,
ILMN_1894470,,NA,,
ILMN_1894477,,NA,,
ILMN_1894480,,NA,,
ILMN_1894484,,NA,,
ILMN_1894500,,NA,,
ILMN_1894509,,NA,,
ILMN_1894511,,NA,,
ILMN_1894521,,NA,,
ILMN_1894524,,NA,,
ILMN_1894530,,NA,,
ILMN_1894533,,NA,,
ILMN_1894535,,NA,,
ILMN_1894539,,NA,,
ILMN_1894547,,NA,,
ILMN_1894569,,NA,,
ILMN_1894587,,NA,,
ILMN_1894591,,NA,,
ILMN_1894601,,NA,,
ILMN_1894615,,NA,,
ILMN_1894624,,NA,,
ILMN_1894627,,NA,,
ILMN_1894630,,NA,,
ILMN_1894636,,NA,,
ILMN_1894642,,NA,,
ILMN_1894650,,NA,,
ILMN_1894653,,NA,,
ILMN_1894664,,NA,,
ILMN_1894687,,NA,,
ILMN_1894693,,NA,,
ILMN_1894698,,NA,,
ILMN_1894709,,NA,,
ILMN_1894710,,NA,,
ILMN_1894712,,NA,,
ILMN_1894714,,NA,,
ILMN_1894722,,NA,,
ILMN_1894732,,NA,,
ILMN_1894735,,NA,,
ILMN_1894737,,NA,,
ILMN_1894741,,NA,,
ILMN_1894743,,NA,,
ILMN_1894746,,NA,,
ILMN_1894769,,NA,,
ILMN_1894779,,NA,,
ILMN_1894780,,NA,,
ILMN_1894786,,NA,,
ILMN_1894796,,NA,,
ILMN_1894800,,NA,,
ILMN_1894811,,NA,,
ILMN_1894821,,NA,,
ILMN_1894822,,NA,,
ILMN_1894836,,NA,,
ILMN_1894839,,NA,,
ILMN_1894856,,NA,,
ILMN_1894862,,NA,,
ILMN_1894877,,NA,,
ILMN_1894878,,NA,,
ILMN_1894881,,NA,,
ILMN_1894882,,NA,,
ILMN_1894890,,NA,,
ILMN_1894894,,NA,,
ILMN_1894895,,NA,,
ILMN_1894900,,NA,,
ILMN_1894903,,NA,,
ILMN_1894907,,NA,,
ILMN_1894911,,NA,,
ILMN_1894913,,NA,,
ILMN_1894915,,NA,,
ILMN_1894922,,NA,,
ILMN_1894929,,NA,,
ILMN_1894930,,NA,,
ILMN_1894937,,NA,,
ILMN_1894938,,NA,,
ILMN_1894946,,NA,,
ILMN_1894947,,NA,,
ILMN_1894949,,NA,,
ILMN_1894956,,NA,,
ILMN_1894963,,NA,,
ILMN_1894966,,NA,,
ILMN_1894969,,NA,,
ILMN_1894975,,NA,,
ILMN_1894983,,NA,,
ILMN_1894990,,NA,,
ILMN_1894992,,NA,,
ILMN_1894994,,NA,,
ILMN_1895001,,NA,,
ILMN_1895006,,NA,,
ILMN_1895008,,NA,,
ILMN_1895009,,NA,,
ILMN_1895023,,NA,,
ILMN_1895025,,NA,,
ILMN_1895029,,NA,,
ILMN_1895039,,NA,,
ILMN_1895042,,NA,,
ILMN_1895046,,NA,,
ILMN_1895052,,NA,,
ILMN_1895072,,NA,,
ILMN_1895077,,NA,,
ILMN_1895092,,NA,,
ILMN_1895097,,NA,,
ILMN_1895101,,NA,,
ILMN_1895102,,NA,,
ILMN_1895103,,NA,,
ILMN_1895113,,NA,,
ILMN_1895120,,NA,,
ILMN_1895128,,NA,,
ILMN_1895143,,NA,,
ILMN_1895157,,NA,,
ILMN_1895158,,NA,,
ILMN_1895164,,NA,,
ILMN_1895172,,NA,,
ILMN_1895195,,NA,,
ILMN_1895199,,NA,,
ILMN_1895200,,NA,,
ILMN_1895213,,NA,,
ILMN_1895223,,NA,,
ILMN_1895227,,NA,,
ILMN_1895251,,NA,,
ILMN_1895258,,NA,,
ILMN_1895259,,NA,,
ILMN_1895261,,NA,,
ILMN_1895276,,NA,,
ILMN_1895281,,NA,,
ILMN_1895292,,NA,,
ILMN_1895309,,NA,,
ILMN_1895313,,NA,,
ILMN_1895320,,NA,,
ILMN_1895324,,NA,,
ILMN_1895326,,NA,,
ILMN_1895327,,NA,,
ILMN_1895328,,NA,,
ILMN_1895331,,NA,,
ILMN_1895334,,NA,,
ILMN_1895335,,NA,,
ILMN_1895347,,NA,,
ILMN_1895354,,NA,,
ILMN_1895358,,NA,,
ILMN_1895361,,NA,,
ILMN_1895378,,NA,,
ILMN_1895384,,NA,,
ILMN_1895411,,NA,,
ILMN_1895417,,NA,,
ILMN_1895443,,NA,,
ILMN_1895451,,NA,,
ILMN_1895455,,NA,,
ILMN_1895486,,NA,,
ILMN_1895490,,NA,,
ILMN_1895499,,NA,,
ILMN_1895504,,NA,,
ILMN_1895518,,NA,,
ILMN_1895529,,NA,,
ILMN_1895548,,NA,,
ILMN_1895555,,NA,,
ILMN_1895564,,NA,,
ILMN_1895568,,NA,,
ILMN_1895569,,NA,,
ILMN_1895576,,NA,,
ILMN_1895591,,NA,,
ILMN_1895592,,NA,,
ILMN_1895599,,NA,,
ILMN_1895611,,NA,,
ILMN_1895632,,NA,,
ILMN_1895637,,NA,,
ILMN_1895640,,NA,,
ILMN_1895643,,NA,,
ILMN_1895644,,NA,,
ILMN_1895660,,NA,,
ILMN_1895664,,NA,,
ILMN_1895670,,NA,,
ILMN_1895671,,NA,,
ILMN_1895673,,NA,,
ILMN_1895678,,NA,,
ILMN_1895685,,NA,,
ILMN_1895686,,NA,,
ILMN_1895690,,NA,,
ILMN_1895692,,NA,,
ILMN_1895723,,NA,,
ILMN_1895727,,NA,,
ILMN_1895735,,NA,,
ILMN_1895742,,NA,,
ILMN_1895745,,NA,,
ILMN_1895750,,NA,,
ILMN_1895763,,NA,,
ILMN_1895774,,NA,,
ILMN_1895798,,NA,,
ILMN_1895801,,NA,,
ILMN_1895810,,NA,,
ILMN_1895822,,NA,,
ILMN_1895825,,NA,,
ILMN_1895827,,NA,,
ILMN_1895836,,NA,,
ILMN_1895837,,NA,,
ILMN_1895850,,NA,,
ILMN_1895853,,NA,,
ILMN_1895863,,NA,,
ILMN_1895867,,NA,,
ILMN_1895877,,NA,,
ILMN_1895883,,NA,,
ILMN_1895884,,NA,,
ILMN_1895888,,NA,,
ILMN_1895889,,NA,,
ILMN_1895897,,NA,,
ILMN_1895903,,NA,,
ILMN_1895905,,NA,,
ILMN_1895906,,NA,,
ILMN_1895915,,NA,,
ILMN_1895917,,NA,,
ILMN_1895919,,NA,,
ILMN_1895932,,NA,,
ILMN_1895935,,NA,,
ILMN_1895938,,NA,,
ILMN_1895940,,NA,,
ILMN_1895945,,NA,,
ILMN_1895949,,NA,,
ILMN_1895976,,NA,,
ILMN_1896012,,NA,,
ILMN_1896018,,NA,,
ILMN_1896023,,NA,,
ILMN_1896025,,NA,,
ILMN_1896032,,NA,,
ILMN_1896051,,NA,,
ILMN_1896061,,NA,,
ILMN_1896066,,NA,,
ILMN_1896071,,NA,,
ILMN_1896073,,NA,,
ILMN_1896079,,NA,,
ILMN_1896080,,NA,,
ILMN_1896082,,NA,,
ILMN_1896088,,NA,,
ILMN_1896093,,NA,,
ILMN_1896111,LOC730242,730242,13,13q22.1a
ILMN_1896113,,NA,,
ILMN_1896114,,NA,,
ILMN_1896121,,NA,,
ILMN_1896127,,NA,,
ILMN_1896137,,NA,,
ILMN_1896139,,NA,,
ILMN_1896141,,NA,,
ILMN_1896142,,NA,,
ILMN_1896145,,NA,,
ILMN_1896149,,NA,,
ILMN_1896158,,NA,,
ILMN_1896163,,NA,,
ILMN_1896169,,NA,,
ILMN_1896174,,NA,,
ILMN_1896181,,NA,,
ILMN_1896186,,NA,,
ILMN_1896187,,NA,,
ILMN_1896189,,NA,,
ILMN_1896192,,NA,,
ILMN_1896197,,NA,,
ILMN_1896218,,NA,,
ILMN_1896220,,NA,,
ILMN_1896226,,NA,,
ILMN_1896244,,NA,,
ILMN_1896253,,NA,,
ILMN_1896261,,NA,,
ILMN_1896271,,NA,,
ILMN_1896277,,NA,,
ILMN_1896284,,NA,,
ILMN_1896285,,NA,,
ILMN_1896294,,NA,,
ILMN_1896298,,NA,,
ILMN_1896304,,NA,,
ILMN_1896316,,NA,,
ILMN_1896321,,NA,,
ILMN_1896336,,NA,,
ILMN_1896341,,NA,,
ILMN_1896366,,NA,,
ILMN_1896370,,NA,,
ILMN_1896374,,NA,,
ILMN_1896406,,NA,,
ILMN_1896420,,NA,,
ILMN_1896431,,NA,,
ILMN_1896441,LOC729378,729378,5,5q35.2d
ILMN_1896447,,NA,,
ILMN_1896448,,NA,,
ILMN_1896455,,NA,,
ILMN_1896458,,NA,,
ILMN_1896459,,NA,,
ILMN_1896462,,NA,,
ILMN_1896471,,NA,,
ILMN_1896474,,NA,,
ILMN_1896496,,NA,,
ILMN_1896498,,NA,,
ILMN_1896514,,NA,,
ILMN_1896524,,NA,,
ILMN_1896530,,NA,,
ILMN_1896550,,NA,,
ILMN_1896552,,NA,,
ILMN_1896554,,NA,,
ILMN_1896560,,NA,,
ILMN_1896562,,NA,,
ILMN_1896565,,NA,,
ILMN_1896584,,NA,,
ILMN_1896588,,NA,,
ILMN_1896590,,NA,,
ILMN_1896591,,NA,,
ILMN_1896596,,NA,,
ILMN_1896602,,NA,,
ILMN_1896614,,NA,,
ILMN_1896625,,NA,,
ILMN_1896626,,NA,,
ILMN_1896630,,NA,,
ILMN_1896634,,NA,,
ILMN_1896637,,NA,,
ILMN_1896648,,NA,,
ILMN_1896649,,NA,,
ILMN_1896653,,NA,,
ILMN_1896659,,NA,,
ILMN_1896662,,NA,,
ILMN_1896677,,NA,,
ILMN_1896679,,NA,,
ILMN_1896682,,NA,,
ILMN_1896690,,NA,,
ILMN_1896691,,NA,,
ILMN_1896697,,NA,,
ILMN_1896699,,NA,,
ILMN_1896703,,NA,,
ILMN_1896714,,NA,,
ILMN_1896717,,NA,,
ILMN_1896721,,NA,,
ILMN_1896728,,NA,,
ILMN_1896737,,NA,,
ILMN_1896741,,NA,,
ILMN_1896751,,NA,,
ILMN_1896761,,NA,,
ILMN_1896762,,NA,,
ILMN_1896767,,NA,,
ILMN_1896776,,NA,,
ILMN_1896788,,NA,,
ILMN_1896790,,NA,,
ILMN_1896800,,NA,,
ILMN_1896808,,NA,,
ILMN_1896815,,NA,,
ILMN_1896830,LOC727992,727992,16,16q12.1c
ILMN_1896838,,NA,,
ILMN_1896858,,NA,,
ILMN_1896861,,NA,,
ILMN_1896872,,NA,,
ILMN_1896892,,NA,,
ILMN_1896906,,NA,,
ILMN_1896908,,NA,,
ILMN_1896914,,NA,,
ILMN_1896916,,NA,,
ILMN_1896922,,NA,,
ILMN_1896924,,NA,,
ILMN_1896935,,NA,,
ILMN_1896936,,NA,,
ILMN_1896943,,NA,,
ILMN_1896952,,NA,,
ILMN_1896959,,NA,,
ILMN_1896967,,NA,,
ILMN_1896997,,NA,,
ILMN_1897004,,NA,,
ILMN_1897013,,NA,,
ILMN_1897015,,NA,,
ILMN_1897028,,NA,,
ILMN_1897057,,NA,,
ILMN_1897064,,NA,,
ILMN_1897069,,NA,,
ILMN_1897084,,NA,,
ILMN_1897091,,NA,,
ILMN_1897094,,NA,,
ILMN_1897103,,NA,,
ILMN_1897107,,NA,,
ILMN_1897108,,NA,,
ILMN_1897110,,NA,,
ILMN_1897121,,NA,,
ILMN_1897133,,NA,,
ILMN_1897135,,NA,,
ILMN_1897141,,NA,,
ILMN_1897142,,NA,,
ILMN_1897147,,NA,,
ILMN_1897149,,NA,,
ILMN_1897160,,NA,,
ILMN_1897163,,NA,,
ILMN_1897171,,NA,,
ILMN_1897178,,NA,,
ILMN_1897187,,NA,,
ILMN_1897196,,NA,,
ILMN_1897200,,NA,,
ILMN_1897209,,NA,,
ILMN_1897213,LOC732226,732226,,21q22.2b
ILMN_1897218,,NA,,
ILMN_1897224,,NA,,
ILMN_1897230,,NA,,
ILMN_1897232,,NA,,
ILMN_1897240,,NA,,
ILMN_1897243,,NA,,
ILMN_1897251,,NA,,
ILMN_1897253,,NA,,
ILMN_1897254,,NA,,
ILMN_1897267,,NA,,
ILMN_1897268,,NA,,
ILMN_1897279,,NA,,
ILMN_1897285,,NA,,
ILMN_1897287,,NA,,
ILMN_1897290,,NA,,
ILMN_1897294,,NA,,
ILMN_1897296,,NA,,
ILMN_1897298,,NA,,
ILMN_1897299,,NA,,
ILMN_1897300,,NA,,
ILMN_1897301,,NA,,
ILMN_1897310,,NA,,
ILMN_1897319,,NA,,
ILMN_1897321,,NA,,
ILMN_1897333,,NA,,
ILMN_1897334,,NA,,
ILMN_1897340,,NA,,
ILMN_1897346,,NA,,
ILMN_1897348,,NA,,
ILMN_1897349,,NA,,
ILMN_1897353,,NA,,
ILMN_1897363,,NA,,
ILMN_1897369,,NA,,
ILMN_1897376,,NA,,
ILMN_1897387,,NA,,
ILMN_1897405,,NA,,
ILMN_1897421,,NA,,
ILMN_1897448,,NA,,
ILMN_1897490,,NA,,
ILMN_1897506,,NA,,
ILMN_1897508,,NA,,
ILMN_1897516,,NA,,
ILMN_1897536,,NA,,
ILMN_1897545,,NA,,
ILMN_1897557,,NA,,
ILMN_1897560,,NA,,
ILMN_1897576,,NA,,
ILMN_1897577,,NA,,
ILMN_1897579,,NA,,
ILMN_1897612,,NA,,
ILMN_1897622,,NA,,
ILMN_1897623,,NA,,
ILMN_1897627,,NA,,
ILMN_1897629,,NA,,
ILMN_1897635,,NA,,
ILMN_1897636,,NA,,
ILMN_1897644,,NA,,
ILMN_1897647,,NA,,
ILMN_1897650,,NA,,
ILMN_1897651,,NA,,
ILMN_1897655,,NA,,
ILMN_1897661,,NA,,
ILMN_1897675,,NA,,
ILMN_1897682,,NA,,
ILMN_1897683,,NA,,
ILMN_1897701,,NA,,
ILMN_1897725,,NA,,
ILMN_1897736,,NA,,
ILMN_1897740,,NA,,
ILMN_1897741,,NA,,
ILMN_1897743,,NA,,
ILMN_1897745,,NA,,
ILMN_1897746,,NA,,
ILMN_1897747,,NA,,
ILMN_1897758,,NA,,
ILMN_1897770,,NA,,
ILMN_1897774,,NA,,
ILMN_1897776,,NA,,
ILMN_1897777,,NA,,
ILMN_1897789,,NA,,
ILMN_1897793,,NA,,
ILMN_1897796,,NA,,
ILMN_1897798,,NA,,
ILMN_1897864,,NA,,
ILMN_1897867,,NA,,
ILMN_1897884,,NA,,
ILMN_1897885,,NA,,
ILMN_1897886,,NA,,
ILMN_1897889,,NA,,
ILMN_1897890,,NA,,
ILMN_1897891,,NA,,
ILMN_1897900,,NA,,
ILMN_1897904,,NA,,
ILMN_1897910,,NA,,
ILMN_1897911,,NA,,
ILMN_1897914,,NA,,
ILMN_1897931,,NA,,
ILMN_1897932,,NA,,
ILMN_1897965,,NA,,
ILMN_1897968,,NA,,
ILMN_1897973,,NA,,
ILMN_1897980,,NA,,
ILMN_1897987,LOC730241,730241,14,14q32.31b
ILMN_1897989,,NA,,
ILMN_1898003,,NA,,
ILMN_1898004,,NA,,
ILMN_1898011,,NA,,
ILMN_1898022,,NA,,
ILMN_1898023,,NA,,
ILMN_1898025,,NA,,
ILMN_1898040,,NA,,
ILMN_1898045,,NA,,
ILMN_1898048,,NA,,
ILMN_1898059,,NA,,
ILMN_1898062,,NA,,
ILMN_1898071,,NA,,
ILMN_1898077,,NA,,
ILMN_1898096,,NA,,
ILMN_1898102,,NA,,
ILMN_1898104,,NA,,
ILMN_1898107,,NA,,
ILMN_1898109,,NA,,
ILMN_1898114,,NA,,
ILMN_1898116,,NA,,
ILMN_1898124,,NA,,
ILMN_1898130,,NA,,
ILMN_1898136,,NA,,
ILMN_1898138,,NA,,
ILMN_1898139,,NA,,
ILMN_1898149,,NA,,
ILMN_1898159,,NA,,
ILMN_1898160,,NA,,
ILMN_1898165,,NA,,
ILMN_1898169,,NA,,
ILMN_1898176,,NA,,
ILMN_1898179,,NA,,
ILMN_1898190,,NA,,
ILMN_1898194,,NA,,
ILMN_1898195,,NA,,
ILMN_1898198,,NA,,
ILMN_1898209,,NA,,
ILMN_1898210,,NA,,
ILMN_1898211,,NA,,
ILMN_1898216,,NA,,
ILMN_1898222,,NA,,
ILMN_1898223,,NA,,
ILMN_1898234,,NA,,
ILMN_1898235,,NA,,
ILMN_1898242,,NA,,
ILMN_1898253,,NA,,
ILMN_1898255,,NA,,
ILMN_1898256,,NA,,
ILMN_1898264,,NA,,
ILMN_1898268,,NA,,
ILMN_1898270,,NA,,
ILMN_1898273,,NA,,
ILMN_1898274,,NA,,
ILMN_1898304,,NA,,
ILMN_1898311,,NA,,
ILMN_1898312,,NA,,
ILMN_1898314,,NA,,
ILMN_1898322,,NA,,
ILMN_1898323,,NA,,
ILMN_1898325,,NA,,
ILMN_1898332,,NA,,
ILMN_1898341,,NA,,
ILMN_1898349,,NA,,
ILMN_1898350,,NA,,
ILMN_1898355,,NA,,
ILMN_1898356,,NA,,
ILMN_1898362,,NA,,
ILMN_1898364,,NA,,
ILMN_1898368,,NA,,
ILMN_1898374,,NA,,
ILMN_1898376,,NA,,
ILMN_1898394,,NA,,
ILMN_1898404,CACNA1C,775,12,12p13.33b-p13.33a
ILMN_1898409,,NA,,
ILMN_1898414,,NA,,
ILMN_1898423,,NA,,
ILMN_1898451,,NA,,
ILMN_1898453,,NA,,
ILMN_1898454,,NA,,
ILMN_1898466,,NA,,
ILMN_1898471,,NA,,
ILMN_1898476,,NA,,
ILMN_1898482,,NA,,
ILMN_1898486,,NA,,
ILMN_1898518,,NA,,
ILMN_1898529,,NA,,
ILMN_1898530,,NA,,
ILMN_1898531,,NA,,
ILMN_1898552,,NA,,
ILMN_1898561,,NA,,
ILMN_1898566,,NA,,
ILMN_1898567,,NA,,
ILMN_1898576,,NA,,
ILMN_1898590,,NA,,
ILMN_1898595,,NA,,
ILMN_1898596,,NA,,
ILMN_1898605,,NA,,
ILMN_1898627,,NA,,
ILMN_1898639,,NA,,
ILMN_1898653,,NA,,
ILMN_1898662,,NA,,
ILMN_1898665,,NA,,
ILMN_1898670,,NA,,
ILMN_1898681,,NA,,
ILMN_1898682,,NA,,
ILMN_1898684,,NA,,
ILMN_1898688,,NA,,
ILMN_1898691,,NA,,
ILMN_1898692,,NA,,
ILMN_1898695,,NA,,
ILMN_1898697,,NA,,
ILMN_1898702,,NA,,
ILMN_1898703,,NA,,
ILMN_1898705,,NA,,
ILMN_1898718,,NA,,
ILMN_1898723,,NA,,
ILMN_1898727,,NA,,
ILMN_1898748,,NA,,
ILMN_1898771,,NA,,
ILMN_1898776,,NA,,
ILMN_1898785,,NA,,
ILMN_1898796,,NA,,
ILMN_1898799,,NA,,
ILMN_1898804,,NA,,
ILMN_1898813,,NA,,
ILMN_1898818,,NA,,
ILMN_1898825,,NA,,
ILMN_1898826,,NA,,
ILMN_1898845,,NA,,
ILMN_1898847,,NA,,
ILMN_1898853,,NA,,
ILMN_1898856,,NA,,
ILMN_1898863,,NA,,
